id,201605180750,201605180755,201605180800,201605180805
28409,1,1,1,1
28410,2,2,2,2
28413,2,2,2,2
28415,1,2,4,4
28425,1,1,1,1
28435,1,1,1,1
28470,1,1,1,1
28483,1,1,1,1
28484,2,3,3,3
24389,2,1,1,1
28485,1,1,2,1
24390,1,1,1,1
28499,1,1,1,1
28500,1,1,1,1
36691,1,1,1,1
28501,2,1,1,1
28508,1,1,1,1
28509,1,1,1,1
28545,1,1,1,1
28546,1,1,1,1
28568,1,1,1,1
28569,1,1,1,1
24473,1,2,1,2
28572,2,2,1,1
28615,1,1,1,1
24529,1,1,1,1
